DIRECCION_SALUD,RED_SALUD,MICRO_RED,DESC_ESTAB,year,Incluidos,Curado,Tratamiento completo,Fracaso,Fallecido,Abandono,No evaluado,Excluido,p_abandono
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,DANIEL ALCIDES CARRION - TABLADA DE LURI,C.S. TABLADA DE LURIN,2011,1,1,,,,,,1,0
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,DANIEL ALCIDES CARRION - TABLADA DE LURI,P.S. DAVID GUERRERO DUARTE,2011,2,1,1,,,,,,0
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,JOSE GALVEZ - NUEVA ESPERANZA,C.M.I. JOSE GALVEZ,2011,8,2,,2,2,2,,,25
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,JOSE GALVEZ - NUEVA ESPERANZA,C.S. NUEVA ESPERANZA,2011,3,,2,,1,,,,0
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,JOSE GALVEZ - NUEVA ESPERANZA,P.S. CESAR VALLEJO,2011,1,,,,,1,,,100
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,JOSE GALVEZ - NUEVA ESPERANZA,P.S. MODULO I,2011,4,2,,1,1,,,,0
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,JOSE GALVEZ - NUEVA ESPERANZA,P.S. NUEVO. PROGRESO,2011,3,3,,,,,,,0
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,JOSE GALVEZ - NUEVA ESPERANZA,P.S. VIRGEN DE LOURDES,2011,2,1,1,,,,,,0
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,LEONOR SAAVEDRA - VILLA SAN LUIS,C.S. LEONOR SAAVEDRA,2011,1,,,,,1,,,100
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,LEONOR SAAVEDRA - VILLA SAN LUIS,P.S. 12 DE NOVIEMBRE,2011,1,,,,,1,,,100
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,LEONOR SAAVEDRA - VILLA SAN LUIS,P.S. JESUS PODEROSO,2011,1,1,,,,,,,0
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,MANUEL BARRETO,C.M.I. MANUEL BARRETO,2011,5,1,,,,4,,,80
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,MANUEL BARRETO,P.S. SAN FRANCISCO DE LA CRUZ,2011,2,1,,,,1,,,50
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,MANUEL BARRETO,P.S. VIRGEN DEL BUEN PASO,2011,2,1,1,,,,,,0
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,OLLANTAY,C.S. OLLANTAY,2011,1,1,,,,,,,0
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,OLLANTAY,P.S. 5 DE MAYO,2011,1,1,,,,,,,0
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,OLLANTAY,P.S. JOSE MARIA ARGUEDAS,2011,2,1,,,,,1,,0
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,OLLANTAY,P.S. LA RINCONADA,2011,4,2,1,,1,,,,0
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,OLLANTAY,P.S. LEONCIO PRADO,2011,3,3,,,,,,,0
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,TREBOL AZUL - SAN JUAN,C.S. SAN JUAN DE MIRAFLORES,2011,3,2,,,,1,,,33.33333333
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,TREBOL AZUL - SAN JUAN,C.S. TREBOL AZUL,2011,1,,,,,1,,,100
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,TREBOL AZUL - SAN JUAN,P.S. PAMPAS DE SAN JUAN,2011,1,1,,,,,,,0
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,TREBOL AZUL - SAN JUAN,P.S. PARAISO,2011,2,1,1,,,,,,0
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,TREBOL AZUL - SAN JUAN,P.S. RICARDO PALMA,2011,0,,,,,,,1,#DIV/0!
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,TREBOL AZUL - SAN JUAN,P.S. SANTA URSULA,2011,1,1,,,,,,,0
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,TREBOL AZUL - SAN JUAN,P.S. VALLE SHARON,2011,1,1,,,,,,,0
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,TREBOL AZUL - SAN JUAN,P.S. VILLA SOLIDARIDAD,2011,3,2,1,,,,,,0
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,VILLA MARIA - JOSE CARLOS MARIATEGUI,C.S. JOSE CARLOS MARIATEGUI,2011,4,1,,,,3,,,75
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,VILLA MARIA - JOSE CARLOS MARIATEGUI,H.M.I  VILLA MARIA DEL TRIUNFO,2011,2,1,,,1,,,,0
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,VILLA MARIA - JOSE CARLOS MARIATEGUI,P.S. BUENOS AIRES,2011,1,,,,,1,,,100
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,VILLA MARIA - JOSE CARLOS MARIATEGUI,P.S. PARAISO ALTO,2011,1,1,,,,,,,0
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,VILLA MARIA - JOSE CARLOS MARIATEGUI,P.S. SAN GABRIEL ALTO,2011,2,1,1,,,,,,0
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,VILLA MARIA - JOSE CARLOS MARIATEGUI,P.S. SANTA ROSA DE BELEN,2011,2,,,,,1,1,,50
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,VILLA MARIA - JOSE CARLOS MARIATEGUI,P.S. VALLE ALTO,2011,3,2,,,1,,,,0
LIMA SUR,SAN JUAN DE MIRAFLORES - VILLA MARIA DEL,VILLA MARIA - JOSE CARLOS MARIATEGUI,P.S. VALLE BAJO,2011,5,3,1,,,1,,,20
LIMA SUR,VILLA EL SALVADOR - LURIN - PACHACAMAC,CESAR LOPEZ SILVA,C.M. I. CESAR LOPEZ SILVA,2011,3,2,,,1,,,,0
LIMA SUR,VILLA EL SALVADOR - LURIN - PACHACAMAC,CESAR LOPEZ SILVA,P.S. BRISAS DE PACHACAMAC,2011,1,,,,,1,,,100
LIMA SUR,VILLA EL SALVADOR - LURIN - PACHACAMAC,CESAR LOPEZ SILVA,P.S. EDILBERTO RAMOS,2011,1,1,,,,,,,0
LIMA SUR,VILLA EL SALVADOR - LURIN - PACHACAMAC,CESAR LOPEZ SILVA,P.S. HEROES DEL CENEPA,2011,2,2,,,,,,,0
LIMA SUR,VILLA EL SALVADOR - LURIN - PACHACAMAC,CESAR LOPEZ SILVA,P.S. PACHACAMAC,2011,1,,,,,1,,,100
LIMA SUR,VILLA EL SALVADOR - LURIN - PACHACAMAC,CESAR LOPEZ SILVA,P.S. PRINCIPE DE ASTURIAS,2011,1,1,,,,,,,0
LIMA SUR,VILLA EL SALVADOR - LURIN - PACHACAMAC,JUAN PABLO II,C.S. JUAN PABLO II,2011,3,,1,,1,1,,,33.33333333
LIMA SUR,VILLA EL SALVADOR - LURIN - PACHACAMAC,JUAN PABLO II,P.S. CRISTO SALVADOR,2011,2,1,,,,1,,,50
LIMA SUR,VILLA EL SALVADOR - LURIN - PACHACAMAC,JUAN PABLO II,P.S. FERNANDO LUYO SIERRA,2011,1,1,,,,,,,0
LIMA SUR,VILLA EL SALVADOR - LURIN - PACHACAMAC,JUAN PABLO II,P.S. SARITA COLONIA,2011,1,1,,,,,,,0
LIMA SUR,VILLA EL SALVADOR - LURIN - PACHACAMAC,JUAN PABLO II,P.S. SASBI,2011,1,1,,,,,,,0
LIMA SUR,VILLA EL SALVADOR - LURIN - PACHACAMAC,LURIN,C.S. KM. 40,2011,2,1,1,,,,,,0
LIMA SUR,VILLA EL SALVADOR - LURIN - PACHACAMAC,LURIN,C.S. VILLA ALEJANDRO,2011,1,1,,,,,,,0
LIMA SUR,VILLA EL SALVADOR - LURIN - PACHACAMAC,PORTADA DE MANCHAY,C.S. PORTADA DE MANCHAY,2011,3,3,,,,,,,0
LIMA SUR,VILLA EL SALVADOR - LURIN - PACHACAMAC,SAN BARTOLO,C.S. PUCUSANA,2011,1,1,,,,,,,0
LIMA SUR,VILLA EL SALVADOR - LURIN - PACHACAMAC,SAN JOSE,C.M.I SAN JOSE,2011,5,5,,,,,,,0
LIMA SUR,VILLA EL SALVADOR - LURIN - PACHACAMAC,SAN JOSE,P.S. LLANAVILLA,2011,2,2,,,,,,,0
LIMA SUR,VILLA EL SALVADOR - LURIN - PACHACAMAC,SAN JOSE,P.S. SEÑOR DE LOS MILAGROS,2011,3,3,,,,,,,0
LIMA SUR,VILLA EL SALVADOR - LURIN - PACHACAMAC,SAN MARTIN DE PORRES,C.S. SAN MARTIN DE PORRAS,2011,3,2,,,1,,,,0
LIMA SUR,VILLA EL SALVADOR - LURIN - PACHACAMAC,SAN MARTIN DE PORRES,P.S. SAGRADA FAMILIA,2011,4,3,,,,1,,,25
LIMA SUR,VILLA EL SALVADOR - LURIN - PACHACAMAC,SAN MARTIN DE PORRES,P.S. VIRGEN DE LA ASUNCION,2011,1,1,,,,,,,0
MADRE DE DIOS,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSP. SANTA ROSA,2011,3,,1,,,2,,,66.66666667
MOQUEGUA,ILO,ILO,C.S. ALTO ILO,2011,2,2,,,,,,,0
MOQUEGUA,ILO,ILO,C.S. PAMPA INALAMBRICA,2011,2,2,,,,,,,0
PIURA I (PIURA),BAJO PIURA,SECHURA,C.S. I SECHURA,2011,1,,,1,,,,,0
PIURA I (PIURA),PIURA CASTILLA,CASTILLA,C.S. I CASTILLA MATERNIDAD,2011,1,,1,,,,,,0
PIURA I (PIURA),PIURA CASTILLA,PIURA,C.S. I LOS ALGARROBOS,2011,1,,1,,,,,,0
PIURA I (PIURA),PIURA CASTILLA,PIURA,C.S. II PACHITEA,2011,0,,,,,,,1,#DIV/0!
PIURA II (SULLANA),SULLANA,BELLAVISTA,C.S. BELLAVISTA,2011,1,,1,,,,,,0
PUNO,COLLAO,MAZOCRUZ,C.S. MAZOCRUZ,2011,1,1,,,,,,,0
PUNO,SAN ROMAN,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSP. REG JULIACA (CARLOS MONGE M.),2011,1,,,,,,1,,0
REGION LIMA,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,CLINICA PENAL AUCALLAMA HUARAL,2011,1,1,,,,,,,0
REGION LIMA,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,CLINICA PENAL CARQUIN HUACHO,2011,2,,,1,,1,,,50
REGION LIMA,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,CLINICA PENAL NUEVO IMPERIAL CAÑETE,2011,2,2,,,,,,,0
REGION LIMA,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,P.S. PEDRO ABRAHAM LOPEZ GUILLEN,2011,1,1,,,,,,,0
REGION LIMA,RED I BARRANCA - CAJATAMBO,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSP. DE BARRANCA,2011,3,1,1,,1,,,,0
REGION LIMA,RED I BARRANCA - CAJATAMBO,LAURIAMA,C.S. LAURIAMA,2011,2,2,,,,,,1,0
REGION LIMA,RED I BARRANCA - CAJATAMBO,LAURIAMA,P.S. BUENAVISTA,2011,1,1,,,,,,,0
REGION LIMA,RED I BARRANCA - CAJATAMBO,LAURIAMA,P.S. SANTA CATALINA,2011,1,1,,,,,,,0
REGION LIMA,RED I BARRANCA - CAJATAMBO,PARAMONGA,C.S. PARAMONGA,2011,4,2,,,1,1,,,25
REGION LIMA,RED I BARRANCA - CAJATAMBO,PARAMONGA,P.S. LAS DELICIAS,2011,3,1,,1,1,,,,0
REGION LIMA,RED I BARRANCA - CAJATAMBO,PATIVILCA,C.S. PATIVILCA,2011,2,2,,,,,,,0
REGION LIMA,RED I BARRANCA - CAJATAMBO,PATIVILCA,P.S. BUENOS AIRES,2011,1,1,,,,,,,0
REGION LIMA,RED II HUAURA - OYON,CHURIN-OYON,C.S. OYON,2011,1,1,,,,,,,0
REGION LIMA,RED II HUAURA - OYON,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSP. REGIONAL DE HUACHO,2011,2,1,,,,1,,,50
REGION LIMA,RED II HUAURA - OYON,HUALMAY,C.S. HUALMAY,2011,2,1,,,,1,,,50
REGION LIMA,RED II HUAURA - OYON,HUALMAY,P.S. SAN BARTOLOME,2011,1,1,,,,,,,0
REGION LIMA,RED III HUARAL - CHANCAY,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSP. DE CHANCAY,2011,2,,1,,,1,,,50
REGION LIMA,RED III HUARAL - CHANCAY,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSP. DE HUARAL,2011,5,1,2,,,2,,,40
REGION LIMA,RED III HUARAL - CHANCAY,HUARAL-YUNGUY,C.S. BASE HUARAL,2011,2,1,,,,1,,1,50
REGION LIMA,RED III HUARAL - CHANCAY,HUARAL-YUNGUY,C.S. EL TREBOL,2011,1,,1,,,,,,0
REGION LIMA,RED IX HUAROCHIRI,RICARDO PALMA,C.S. RICARDO PALMA,2011,3,2,,,,1,,,33.33333333
REGION LIMA,RED IX HUAROCHIRI,RICARDO PALMA,P.S. SANTA EULALIA,2011,1,,,,,1,,,100
REGION LIMA,RED VII CAÑETE - YAUYOS,IMPERIAL,C.S. QUILMANA,2011,1,1,,,,,,,0
REGION LIMA,RED VII CAÑETE - YAUYOS,IMPERIAL,P.S. ASUNCION 8,2011,1,,,,,1,,,100
REGION LIMA,RED VII CAÑETE - YAUYOS,IMPERIAL,P.S. CARMEN ALTO,2011,1,1,,,,,,,0
REGION LIMA,RED VII CAÑETE - YAUYOS,IMPERIAL,P.S. LAS MALVINAS,2011,1,1,,,,,,,0
REGION LIMA,RED VII CAÑETE - YAUYOS,SAN VICENTE,C.S. SAN VICENTE,2011,2,1,,,,1,,,50
REGION LIMA,RED VII CAÑETE - YAUYOS,SAN VICENTE,P.S. SANTA CRUZ,2011,1,1,,,,,,,0
REGION LIMA,RED VIII CHILCA - MALA,ASIA-COAYLLO,P.S. ROSARIO DE ASIA,2011,1,1,,,,,,,0
REGION LIMA,RED VIII CHILCA - MALA,MALA,P.S. BUJAMA,2011,4,3,,1,,,,,0
REGION LIMA,RED VIII CHILCA - MALA,MALA,P.S. DIGNIDAD NACIONAL,2011,1,1,,,,,,,0
TACNA,TACNA,CONO NORTE,C.S. ALTO ALIANZA,2011,1,,,,,,1,,0
TACNA,TACNA,CONO NORTE,C.S. CIUDAD NUEVA,2011,2,,,,1,,1,,0
TACNA,TACNA,CONO SUR,P.S. VISTA ALEGRE,2011,1,,,,,,1,,0
TACNA,TACNA,METROPOLITANA,C.S. METROPOLITANO,2011,1,,,1,,,,,0
TUMBES,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSP. DE APOYO JOSE ALFREDO MENDOZA OLAVARRI,2011,1,,1,,,,,1,0
UCAYALI,CORONEL  PORTILLO,09 DE OCTUBRE,C.S. 9 DE OCTUBRE,2011,2,,,,,2,,,100
UCAYALI,CORONEL  PORTILLO,10 DE OCTUBRE,P.S. FRATERNIDAD,2011,2,,,,,1,1,,50
UCAYALI,CORONEL  PORTILLO,SAN FERNANDO,C.S. SAN FERNANDO,2011,1,1,,,,,,,0
UCAYALI,FEDERICO BASADRE - YARINACOCHA,CAMPO VERDE,C.S. CAMPO VERDE,2011,1,,,1,,,,,0
UCAYALI,FEDERICO BASADRE - YARINACOCHA,NUEVO PARAISO,P.S. HUSARES DEL PERU.,2011,1,,1,,,,,,0
UCAYALI,FEDERICO BASADRE - YARINACOCHA,SAN JOSE DE YARINACOCHA,P.S. CENTRO AMERICA,2011,1,,,,,,1,,0
UCAYALI,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,CLINICA PENAL PUCALLPA,2011,1,,,,1,,,,0
UCAYALI,NO TIENE ASIGNADO NINGUNA RED,ESTABLECIMIENTO QUE NO PERTENECE A NINGU,HOSP. REGIONAL DE PUCALLPA,2011,13,4,,1,2,2,4,,15.38461538
